abbr,city,cityEn,conference,country,displayAbbr,displayAffiliation,displayConference,displayName,displayNameEn,division,dob,draftYear,experience,firstInitial,firstName,firstNameEn,height,id,isAllStarTeam,isLeagueTeam,jerseyNo,lastName,lastNameEn,name,nameEn,playerId,player_code,player_leagueId,position,schoolType,team_code,team_leagueId,weight
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,Saint Joseph's/United States,西部,贾米尔 尼尔森,Jameer Nelson,西南分区,382078800000,2004,13,贾米尔,贾米尔,Jameer,1米83,1610612740,False,True,1,尼尔森,Nelson,鹈鹕,Pelicans,2749,jameer_nelson,00,后卫,College,pelicans,00,"86,2 公斤"
HOU,休斯顿,Houston,Western,巴西,火箭,"Sao Carlos, Brazil/Brazil",西部,内内,Nene,西南分区,400737600000,2002,15,,,,2米11,1610612745,False,True,42,内内,Nene,火箭,Rockets,2403,nene_hilario,00,中锋-前锋,Country,rockets,00,"113,4 公斤"
UTA,犹他,Utah,Western,巴西,爵士,Brazil,西部,劳尔 内托,Raul Neto,西北分区,706248000000,2013,2,劳尔,劳尔,Raul,1米85,1610612762,False,True,25,内托,Neto,爵士,Jazz,203526,raul_neto,00,后卫,None,jazz,00,"81,2 公斤"
NYK,纽约,New York,Eastern,美国,尼克斯,Florida/United States,东部,乔金 诺阿,Joakim Noah,大西洋分区,478155600000,2007,10,乔金,乔金,Joakim,2米11,1610612752,False,True,13,诺阿,Noah,尼克斯,Knicks,201149,joakim_noah,00,中锋,College,knicks,00,"104,3 公斤"
DAL,达拉斯,Dallas,Western,美国,小牛,Kentucky/United States,西部,诺伦斯 诺尔,Nerlens Noel,西南分区,765950400000,2013,3,诺伦斯,诺伦斯,Nerlens,2米11,1610612742,False,True,3,诺尔,Noel,小牛,Mavericks,203457,nerlens_noel,00,前锋-中锋,College,mavericks,00,"99,8 公斤"
TOR,多伦多,Toronto,Eastern,巴西,猛龙,Brazil,东部,卢卡斯 诺盖拉,Lucas Nogueira,大西洋分区,712123200000,2013,3,卢卡斯,卢卡斯,Lucas,2米13,1610612761,False,True,92,诺盖拉,Nogueira,猛龙,Raptors,203512,lucas_nogueira,00,中锋,None,raptors,00,"99,8 公斤"
DAL,达拉斯,Dallas,Western,德国,小牛,"Wurzburg, Germany/Germany",西部,德克 诺维茨基,Dirk Nowitzki,西南分区,267076800000,1998,19,德克,德克,Dirk,2米13,1610612742,False,True,41,诺维茨基,Nowitzki,小牛,Mavericks,1717,dirk_nowitzki,00,前锋,Country,mavericks,00,"111,1 公斤"
NYK,纽约,New York,Eastern,比利时,尼克斯,Belgium,东部,弗兰克 尼利基纳,Frank Ntilikina,大西洋分区,901598400000,2017,0,弗兰克,弗兰克,Frank,1米96,1610612752,False,True,11,尼利基纳,Ntilikina,尼克斯,Knicks,1628373,frank_ntilikina,00,后卫,,knicks,00,"86,2 公斤"
POR,波特兰,Portland,Western,波斯尼亚和黑塞哥维那,开拓者,Bosnia & Herzegovina,西部,尤素福 努尔基奇,Jusuf Nurkic,西北分区,777614400000,2014,3,尤素福,尤素福,Jusuf,2米13,1610612757,False,True,27,努尔基奇,Nurkic,开拓者,Trail Blazers,203994,jusuf_nurkic,00,中锋,None,blazers,00,"127,0 公斤"
CHI,芝加哥,Chicago,Eastern,美国,公牛,Cal Poly-S.L.O./United States,东部,大卫 努瓦巴,David Nwaba,中央分区,726987600000,0,1,大卫,大卫,David,1米93,1610612741,False,True,11,努瓦巴,Nwaba,公牛,Bulls,1628021,david_nwaba,00,后卫,From,bulls,00,"94,8 公斤"
CHA,夏洛特,Charlotte,Eastern,美国,黄蜂,Louisiana State/United States,东部,约翰尼 奥布莱恩特三世,Johnny O'Bryant III,东南分区,738907200000,2014,3,约翰尼,约翰尼,Johnny,2米06,1610612766,False,True,8,奥布莱恩特三世,O'Bryant III,黄蜂,Hornets,203948,johnny_o'bryant iii,00,前锋,College,hornets,00,"116,6 公斤"
UTA,犹他,Utah,Western,美国,爵士,Baylor/United States,西部,罗伊斯 奥尼尔,Royce O'Neale,西北分区,739252800000,2015,0,罗伊斯,罗伊斯,Royce,1米98,1610612762,False,True,23,奥尼尔,O'Neale,爵士,Jazz,1626220,royce_o'neale,00,前锋,College,jazz,00,"102,5 公斤"
NYK,纽约,New York,Eastern,美国,尼克斯,Norfolk State/United States,东部,凯尔 奎恩,Kyle O'Quinn,大西洋分区,638427600000,2012,5,凯尔,凯尔,Kyle,2米08,1610612752,False,True,9,奎恩,O'Quinn,尼克斯,Knicks,203124,kyle_o'quinn,00,中锋-前锋,College,knicks,00,"113,4 公斤"
BOS,波士顿,Boston,Eastern,美国,凯尔特人,Southern Methodist/United States,东部,塞米 奥杰莱,Semi Ojeleye,大西洋分区,786603600000,2017,0,塞米,塞米,Semi,2米01,1610612738,False,True,37,奥杰莱,Ojeleye,凯尔特人,Celtics,1628400,semi_ojeleye,00,前锋,College,celtics,00,"106,6 公斤"
PHI,费城,Philadelphia,Eastern,美国,76人,Duke/United States,东部,贾利尔 奥卡福,Jahlil Okafor,大西洋分区,819003600000,2015,2,贾利尔,贾利尔,Jahlil,2米11,1610612755,False,True,8,奥卡福,Okafor,76人,Sixers,1626143,jahlil_okafor,00,中锋,College,sixers,00,"117,9 公斤"
IND,印第安纳,Indiana,Eastern,美国,步行者,Indiana/United States,东部,维克托 奥拉迪波,Victor Oladipo,中央分区,704952000000,2013,4,维克托,维克托,Victor,1米93,1610612754,False,True,4,奥拉迪波,Oladipo,步行者,Pacers,203506,victor_oladipo,00,后卫,College,pacers,00,"95,3 公斤"
MIA,迈阿密,Miami,Eastern,加拿大,热火,Gonzaga/Canada,东部,凯利 奥利尼克,Kelly Olynyk,东南分区,672033600000,2013,4,凯利,凯利,Kelly,2米13,1610612748,False,True,9,奥利尼克,Olynyk,热火,Heat,203482,kelly_olynyk,00,中锋-前锋,College,heat,00,"111,1 公斤"
HOU,休斯顿,Houston,Western,美国,火箭,Louisville/United States,西部,奇纳努 奥努阿库,Chinanu Onuaku,西南分区,846824400000,2016,1,奇纳努,奇纳努,Chinanu,2米08,1610612745,False,True,21,奥努阿库,Onuaku,火箭,Rockets,1627778,chinanu_onuaku,00,中锋,College,rockets,00,"111,1 公斤"
CLE,克利夫兰,Cleveland,Eastern,克罗地亚,骑士,Anadolu Efes/Croatia,东部,赛迪 奥斯曼,Cedi Osman,中央分区,797313600000,2015,0,赛迪,赛迪,Cedi,2米03,1610612739,False,True,16,奥斯曼,Osman,骑士,Cavaliers,1626224,cedi_osman,00,前锋,From,cavaliers,00,"97,5 公斤"
BKN,布鲁克林,Brooklyn,Eastern,加纳,篮网,Ghana,东部,亚库巴 瓦塔拉,Yakuba Ouattara,大西洋分区,696229200000,2014,0,亚库巴,亚库巴,Yakuba,1米93,1610612751,False,True,00,瓦塔拉,Ouattara,篮网,Nets,1628473,yakuba_ouattara,00,后卫,,nets,00,"99,8 公斤"
WAS,华盛顿,Washington,Eastern,美国,奇才,Kansas/United States,东部,凯利 小乌布雷,Kelly Oubre Jr.,东南分区,818485200000,2015,2,凯利,凯利,Kelly,2米01,1610612764,False,True,12,小乌布雷,Oubre Jr.,奇才,Wizards,1626162,kelly_oubre jr.,00,前锋,College,wizards,00,"93,0 公斤"
GSW,金州,Golden State,Western,格鲁吉亚,勇士,"Tbilisi, Georgia/Georgia",西部,扎扎 帕楚里亚,Zaza Pachulia,太平洋分区,445237200000,2003,14,扎扎,扎扎,Zaza,2米11,1610612744,False,True,27,帕楚里亚,Pachulia,勇士,Warriors,2585,zaza_pachulia,00,中锋,Country,warriors,00,"122,5 公斤"
CHA,夏洛特,Charlotte,Eastern,美国,黄蜂,North Carolina/United States,东部,马库斯 佩奇,Marcus Paige,东南分区,747720000000,2016,0,马库斯,马库斯,Marcus,1米83,1610612766,False,True,4,佩奇,Paige,黄蜂,Hornets,1627779,marcus_paige,00,后卫,College,hornets,00,"74,4 公斤"
SAC,萨克拉门托,Sacramento,Western,希腊,国王,Greece,西部,尤尔格斯 帕帕扬尼斯,Georgios Papagiannis,太平洋分区,867902400000,2016,1,尤尔格斯,尤尔格斯,Georgios,2米16,1610612758,False,True,13,帕帕扬尼斯,Papagiannis,国王,Kings,1627834,georgios_papagiannis,00,中锋,,kings,00,"108,9 公斤"
MIL,密尔沃基,Milwaukee,Eastern,美国,雄鹿,Duke/United States,东部,贾巴里 帕克,Jabari Parker,中央分区,795243600000,2014,3,贾巴里,贾巴里,Jabari,2米03,1610612749,False,True,12,帕克,Parker,雄鹿,Bucks,203953,jabari_parker,00,前锋,College,bucks,00,"113,4 公斤"
SAS,圣安东尼奥,San Antonio,Western,比利时,马刺,"Paris, France/Belgium",西部,托尼 帕克,Tony Parker,西南分区,390456000000,2001,16,托尼,托尼,Tony,1米88,1610612759,False,True,9,帕克,Parker,马刺,Spurs,2225,tony_parker,00,后卫,Country,spurs,00,"83,9 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,Florida/United States,西部,钱德勒 帕森斯,Chandler Parsons,西南分区,593755200000,2011,6,钱德勒,钱德勒,Chandler,2米08,1610612763,False,True,25,帕森斯,Parsons,灰熊,Grizzlies,202718,chandler_parsons,00,前锋,College,grizzlies,00,"104,3 公斤"
OKC,俄克拉荷马城,Oklahoma City,Western,美国,雷霆,Kentucky/United States,西部,帕特里克 帕特森,Patrick Patterson,西北分区,605854800000,2010,7,帕特里克,帕特里克,Patrick,2米06,1610612760,False,True,54,帕特森,Patterson,雷霆,Thunder,202335,patrick_patterson,00,前锋,College,thunder,00,"104,3 公斤"
MIN,明尼苏达,Minnesota,Western,美国,森林狼,Creighton/United States,西部,贾斯汀 巴顿,Justin Patton,西北分区,866260800000,2017,0,贾斯汀,贾斯汀,Justin,2米13,1610612750,False,True,24,巴顿,Patton,森林狼,Timberwolves,1628383,justin_patton,00,中锋,College,timberwolves,00,"104,3 公斤"
SAS,圣安东尼奥,San Antonio,Western,,马刺,,西部,布兰登 保罗,Brandon Paul,西南分区,672984000000,2013,0,布兰登,布兰登,Brandon,1米93,1610612759,False,True,3,保罗,Paul,马刺,Spurs,203464,brandon_paul,00,后卫,None,spurs,00,"90,7 公斤"
HOU,休斯顿,Houston,Western,美国,火箭,Wake Forest/United States,西部,克里斯 保罗,Chris Paul,西南分区,484200000000,2005,12,克里斯,克里斯,Chris,1米83,1610612745,False,True,3,保罗,Paul,火箭,Rockets,101108,chris_paul,00,后卫,College,rockets,00,"79,4 公斤"
ORL,奥兰多,Orlando,Eastern,美国,魔术,Michigan State/United States,东部,阿德里安 佩恩,Adreian Payne,东南分区,666939600000,2014,3,阿德里安,阿德里安,Adreian,2米08,1610612753,False,True,33,佩恩,Payne,魔术,Magic,203940,adreian_payne,00,前锋,College,magic,00,"107,5 公斤"
CHI,芝加哥,Chicago,Eastern,美国,公牛,Murray State/United States,东部,卡梅隆 佩恩,Cameron Payne,中央分区,776318400000,2015,2,卡梅隆,卡梅隆,Cameron,1米91,1610612741,False,True,22,佩恩,Payne,公牛,Bulls,1626166,cameron_payne,00,后卫,College,bulls,00,"83,9 公斤"
ORL,奥兰多,Orlando,Eastern,美国,魔术,Louisiana-Lafayette/United States,东部,艾弗里德 佩顿,Elfrid Payton,东南分区,761893200000,2014,3,艾弗里德,艾弗里德,Elfrid,1米93,1610612753,False,True,2,佩顿,Payton,魔术,Magic,203901,elfrid_payton,00,后卫,College,magic,00,"83,9 公斤"
MIL,密尔沃基,Milwaukee,Eastern,美国,雄鹿,Oregon State/United States,东部,加里 佩顿二世,Gary Payton II,中央分区,723186000000,2016,1,加里,加里,Gary,1米91,1610612749,False,True,0,佩顿二世,Payton II,雄鹿,Bucks,1627780,gary_payton ii,00,后卫,College,bucks,00,"86,2 公斤"
CLE,克利夫兰,Cleveland,Eastern,美国,骑士,Virginia/United States,东部,朗敦 佩尔兰茨,London Perrantes,中央分区,781156800000,2017,0,朗敦,朗敦,London,1米88,1610612739,False,True,15,佩尔兰茨,Perrantes,骑士,Cavaliers,1628506,london_perrantes,00,后卫,College,cavaliers,00,"86,2 公斤"
PHX,菲尼克斯,Phoenix,Western,美国,太阳,Valparaiso/United States,西部,亚历克 彼得斯,Alec Peters,太平洋分区,797745600000,2017,0,亚历克,亚历克,Alec,2米06,1610612756,False,True,25,彼得斯,Peters,太阳,Suns,1628409,alec_peters,00,前锋,College,suns,00,"106,6 公斤"
DEN,丹佛,Denver,Western,美国,掘金,Duke/United States,西部,梅森 普拉姆利,Mason Plumlee,西北分区,636613200000,2013,4,梅森,梅森,Mason,2米11,1610612743,False,True,24,普拉姆利,Plumlee,掘金,Nuggets,203486,mason_plumlee,00,中锋-前锋,College,nuggets,00,"115,7 公斤"
ATL,亚特兰大,Atlanta,Eastern,美国,老鹰,Duke/United States,东部,迈尔斯 普拉姆利,Miles Plumlee,东南分区,589089600000,2012,5,迈尔斯,迈尔斯,Miles,2米11,1610612737,False,True,18,普拉姆利,Plumlee,老鹰,Hawks,203101,miles_plumlee,00,中锋,College,hawks,00,"112,9 公斤"
TOR,多伦多,Toronto,Eastern,奥地利,猛龙,Utah/Austria,东部,雅各布 珀尔特尔,Jakob Poeltl,大西洋分区,813729600000,2016,1,雅各布,雅各布,Jakob,2米13,1610612761,False,True,42,珀尔特尔,Poeltl,猛龙,Raptors,1627751,jakob_poeltl,00,中锋-前锋,College,raptors,00,"104,3 公斤"
CHI,芝加哥,Chicago,Eastern,美国,公牛,Washington/United States,东部,昆西 庞德塞特,Quincy Pondexter,中央分区,573973200000,2010,5,昆西,昆西,Quincy,2米01,1610612741,False,True,20,庞德塞特,Pondexter,公牛,Bulls,202347,quincy_pondexter,00,后卫,College,bulls,00,"102,1 公斤"
WAS,华盛顿,Washington,Eastern,美国,奇才,Georgetown/United States,东部,奥托 小波特,Otto Porter Jr.,东南分区,739080000000,2013,4,奥托,奥托,Otto,2米03,1610612764,False,True,22,小波特,Porter Jr.,奇才,Wizards,203490,otto_porter jr.,00,前锋,College,wizards,00,"89,8 公斤"
CHI,芝加哥,Chicago,Eastern,美国,公牛,Arkansas/United States,东部,鲍比 波蒂斯,Bobby Portis,中央分区,792392400000,2015,2,鲍比,鲍比,Bobby,2米11,1610612741,False,True,5,波蒂斯,Portis,公牛,Bulls,1626171,bobby_portis,00,前锋,College,bulls,00,"112,5 公斤"
NYK,纽约,New York,Eastern,拉脱维亚,尼克斯,Latvia,东部,克里斯塔普斯 波尔津吉斯,Kristaps Porzingis,大西洋分区,807336000000,2015,2,克里斯塔普斯,克里斯塔普斯,Kristaps,2米21,1610612752,False,True,6,波尔津吉斯,Porzingis,尼克斯,Knicks,204001,kristaps_porzingis,00,前锋-中锋,,knicks,00,"108,9 公斤"
DAL,达拉斯,Dallas,Western,加拿大,小牛,Stanford/Canada,西部,德怀特 鲍威尔,Dwight Powell,西南分区,679982400000,2014,3,德怀特,德怀特,Dwight,2米11,1610612742,False,True,7,鲍威尔,Powell,小牛,Mavericks,203939,dwight_powell,00,前锋-中锋,College,mavericks,00,"108,9 公斤"
TOR,多伦多,Toronto,Eastern,美国,猛龙,UCLA/United States,东部,诺曼 鲍威尔,Norman Powell,大西洋分区,738302400000,2015,2,诺曼,诺曼,Norman,1米93,1610612761,False,True,24,鲍威尔,Powell,猛龙,Raptors,1626181,norman_powell,00,后卫,College,raptors,00,"97,5 公斤"
IND,印第安纳,Indiana,Eastern,美国,步行者,Kentucky/United States,东部,亚历克斯 波伊思雷斯,Alex Poythress,中央分区,747288000000,2016,1,亚历克斯,亚历克斯,Alex,2米06,1610612754,False,True,0,波伊思雷斯,Poythress,步行者,Pacers,1627816,alex_poythress,00,前锋,College,pacers,00,"106,6 公斤"
ATL,亚特兰大,Atlanta,Eastern,美国,老鹰,Baylor/United States,东部,托里恩 普林斯,Taurean Prince,东南分区,764312400000,2016,1,托里恩,托里恩,Taurean,2米03,1610612737,False,True,12,普林斯,Prince,老鹰,Hawks,1627752,taurean_prince,00,前锋,College,hawks,00,"99,8 公斤"
PHI,费城,Philadelphia,Eastern,美国,76人,Kansas State/United States,东部,雅各布 普伦,Jacob Pullen,大西洋分区,626677200000,2011,0,雅各布,雅各布,Jacob,1米85,1610612755,False,True,00,普伦,Pullen,76人,Sixers,1626643,jacob_pullen,00,后卫,College,sixers,00,"90,7 公斤"
HOU,休斯顿,Houston,Western,中国,火箭,China,西部,周琦,Qi Zhou,西南分区,821768400000,2016,0,,,Qi,2米16,1610612745,False,True,9,周琦,Zhou,火箭,Rockets,1627753,qi_zhou,00,前锋-中锋,,rockets,00,"95,3 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,California/United States,西部,伊万 拉比,Ivan Rabb,西南分区,855032400000,2017,0,伊万,伊万,Ivan,2米08,1610612763,False,True,10,拉比,Rabb,灰熊,Grizzlies,1628397,ivan_rabb,00,前锋,College,grizzlies,00,"99,8 公斤"
LAL,洛杉矶,Los Angeles,Western,美国,湖人,Kentucky/United States,西部,朱利叶斯 兰德尔,Julius Randle,太平洋分区,786085200000,2014,3,朱利叶斯,朱利叶斯,Julius,2米06,1610612747,False,True,30,兰德尔,Randle,湖人,Lakers,203944,julius_randle,00,前锋,College,lakers,00,"113,4 公斤"
SAC,萨克拉门托,Sacramento,Western,美国,国王,Michigan State/United States,西部,扎克 兰多夫,Zach Randolph,太平洋分区,364104000000,2001,16,扎克,扎克,Zach,2米06,1610612758,False,True,50,兰多夫,Randolph,国王,Kings,2216,zach_randolph,00,前锋,College,kings,00,"113,4 公斤"
PHI,费城,Philadelphia,Eastern,美国,76人,Duke/United States,东部,JJ 雷迪克,JJ Redick,大西洋分区,456897600000,2006,11,JJ,JJ,JJ,1米93,1610612755,False,True,17,雷迪克,Redick,76人,Sixers,200755,jj_redick,00,后卫,College,sixers,00,"86,2 公斤"
PHX,菲尼克斯,Phoenix,Western,美国,太阳,Miami (FL)/United States,西部,达文 里德,Davon Reed,太平洋分区,802843200000,2017,0,达文,达文,Davon,1米98,1610612756,False,True,32,里德,Reed,太阳,Suns,1628432,davon_reed,00,后卫,College,suns,00,"95,3 公斤"
LAC,洛杉矶,LA,Western,美国,快船,Saint Louis/United States,西部,威利 里德,Willie Reed,太平洋分区,642830400000,2011,2,威利,威利,Willie,2米11,1610612746,False,True,35,里德,Reed,快船,Clippers,203186,willie_reed,00,中锋,College,clippers,00,"111,1 公斤"
MIA,迈阿密,Miami,Eastern,美国,热火,Tennessee/United States,东部,约什 理查德森,Josh Richardson,东南分区,748065600000,2015,2,约什,约什,Josh,1米98,1610612748,False,True,0,理查德森,Richardson,热火,Heat,1626196,josh_richardson,00,后卫,College,heat,00,"90,7 公斤"
SAC,萨克拉门托,Sacramento,Western,美国,国王,Syracuse/United States,西部,马拉凯 理查德森,Malachi Richardson,太平洋分区,820818000000,2016,1,马拉凯,马拉凯,Malachi,1米98,1610612758,False,True,23,理查德森,Richardson,国王,Kings,1627781,malachi_richardson,00,后卫,College,kings,00,"93,0 公斤"
LAC,洛杉矶,LA,Western,美国,快船,Duke/United States,西部,奥斯汀 里弗斯,Austin Rivers,太平洋分区,712641600000,2012,5,奥斯汀,奥斯汀,Austin,1米93,1610612746,False,True,25,里弗斯,Rivers,快船,Clippers,203085,austin_rivers,00,后卫,College,clippers,00,"90,7 公斤"
OKC,俄克拉荷马城,Oklahoma City,Western,美国,雷霆,Colorado/United States,西部,安德烈 罗伯森,Andre Roberson,西北分区,691822800000,2013,4,安德烈,安德烈,Andre,2米01,1610612760,False,True,21,罗伯森,Roberson,雷霆,Thunder,203460,andre_roberson,00,后卫-前锋,College,thunder,00,"95,3 公斤"
WAS,华盛顿,Washington,Eastern,美国,奇才,United States,东部,德文 罗宾逊,Devin Robinson,东南分区,794552400000,2017,0,德文,德文,Devin,2米03,1610612764,False,True,7,罗宾逊,Robinson,奇才,Wizards,1628421,devin_robinson,00,前锋,,wizards,00,"90,7 公斤"
IND,印第安纳,Indiana,Eastern,美国,步行者,Michigan/United States,东部,格伦 罗宾逊三世,Glenn Robinson III,中央分区,758005200000,2014,3,格伦,格伦,Glenn,2米01,1610612754,False,True,40,罗宾逊三世,Robinson III,步行者,Pacers,203922,glenn_robinson iii,00,后卫-前锋,College,pacers,00,"97,5 公斤"
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,Kentucky/United States,西部,拉简 隆多,Rajon Rondo,西南分区,509432400000,2006,11,拉简,拉简,Rajon,1米85,1610612740,False,True,9,隆多,Rondo,鹈鹕,Pelicans,200765,rajon_rondo,00,后卫,College,pelicans,00,"84,4 公斤"
CLE,克利夫兰,Cleveland,Eastern,美国,骑士,Memphis/United States,东部,德里克 罗斯,Derrick Rose,中央分区,591940800000,2008,8,德里克,德里克,Derrick,1米91,1610612739,False,True,1,罗斯,Rose,骑士,Cavaliers,201565,derrick_rose,00,后卫,College,cavaliers,00,"86,2 公斤"
ORL,奥兰多,Orlando,Eastern,美国,魔术,Washington/United States,东部,特伦斯 罗斯,Terrence Ross,东南分区,665730000000,2012,5,特伦斯,特伦斯,Terrence,2米01,1610612753,False,True,31,罗斯,Ross,魔术,Magic,203082,terrence_ross,00,后卫-前锋,College,magic,00,"93,4 公斤"
BOS,波士顿,Boston,Eastern,美国,凯尔特人,Louisville/United States,东部,特里 罗齐尔,Terry Rozier,大西洋分区,763880400000,2015,2,特里,特里,Terry,1米88,1610612738,False,True,12,罗齐尔,Rozier,凯尔特人,Celtics,1626179,terry_rozier,00,后卫,College,celtics,00,"86,2 公斤"
UTA,犹他,Utah,Western,西班牙,爵士,"El Masnou, Spain/Spain",西部,里基 卢比奥,Ricky Rubio,西北分区,656481600000,2009,6,里基,里基,Ricky,1米93,1610612762,False,True,3,卢比奥,Rubio,爵士,Jazz,201937,ricky_rubio,00,后卫,Country,jazz,00,"86,2 公斤"
BKN,布鲁克林,Brooklyn,Eastern,美国,篮网,Ohio State/United States,东部,德安吉洛 拉塞尔,D 'Angelo Russell,大西洋分区,825051600000,2015,2,德安吉洛,德安吉洛,D 'Angelo,1米96,1610612751,False,True,1,拉塞尔,Russell,篮网,Nets,1626156,d'angelo_russell,00,后卫,College,nets,00,"88,5 公斤"
IND,印第安纳,Indiana,Eastern,立陶宛,步行者,Gonzaga/Lithuania,东部,德曼塔斯 萨博尼斯,Domantas Sabonis,中央分区,831096000000,2016,1,德曼塔斯,德曼塔斯,Domantas,2米11,1610612754,False,True,11,萨博尼斯,Sabonis,步行者,Pacers,1627734,domantas_sabonis,00,前锋,College,pacers,00,"108,9 公斤"
SAC,萨克拉门托,Sacramento,Western,美国,国王,St. John's (NY)/United States,西部,贾卡尔  桑普森,JaKarr   Sampson,太平洋分区,732603600000,2014,2,贾卡尔 ,贾卡尔 ,JaKarr  ,2米06,1610612758,False,True,29,桑普森,Sampson,国王,Kings,203960,jakarr_sampson,00,前锋,College,kings,00,"93,9 公斤"
PHI,费城,Philadelphia,Eastern,克罗地亚,76人,Croatia,东部,达里奥 萨里奇,Dario Saric,大西洋分区,765777600000,2014,1,达里奥,达里奥,Dario,2米08,1610612755,False,True,9,萨里奇,Saric,76人,Sixers,203967,dario_saric,00,前锋,,sixers,00,"101,2 公斤"
WAS,华盛顿,Washington,Eastern,捷克共和国,奇才,Czech Republic,东部,托马斯 萨托兰斯基,Tomas Satoransky,东南分区,688798800000,2012,1,托马斯,托马斯,Tomas,2米01,1610612764,False,True,31,萨托兰斯基,Satoransky,奇才,Wizards,203107,tomas_satoransky,00,后卫-前锋,,wizards,00,"95,3 公斤"
ATL,亚特兰大,Atlanta,Eastern,德国,老鹰,Germany/Germany,东部,丹尼 施罗德,Dennis Schroder,东南分区,748065600000,2013,4,丹尼,丹尼,Dennis,1米85,1610612737,False,True,17,施罗德,Schroder,老鹰,Hawks,203471,dennis_schroder,00,后卫,Country,hawks,00,"78,0 公斤"
WAS,华盛顿,Washington,Eastern,美国,奇才,Virginia/United States,东部,迈克 斯科特,Mike Scott,东南分区,585028800000,2012,5,迈克,迈克,Mike,2米03,1610612764,False,True,30,斯科特,Scott,奇才,Wizards,203118,mike_scott,00,前锋,College,wizards,00,"107,5 公斤"
UTA,犹他,Utah,Western,瑞士,爵士,"Vevey, Switzerland/Switzerland",西部,萨波 塞弗罗萨,Thabo Sefolosha,西北分区,452318400000,2006,11,萨波,萨波,Thabo,2米01,1610612762,False,True,22,塞弗罗萨,Sefolosha,爵士,Jazz,200757,thabo_sefolosha,00,前锋,Country,jazz,00,"99,8 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,Kansas/United States,西部,维恩 塞尔登,Wayne Selden,西南分区,780897600000,2016,1,维恩,维恩,Wayne,1米96,1610612763,False,True,7,塞尔登,Selden,灰熊,Grizzlies,1627782,wayne_selden,00,后卫-前锋,College,grizzlies,00,"104,3 公斤"
NYK,纽约,New York,Eastern,美国,尼克斯,Nevada/United States,东部,雷蒙 塞申斯,Ramon Sessions,大西洋分区,513579600000,2007,10,雷蒙,雷蒙,Ramon,1米91,1610612752,False,True,1,塞申斯,Sessions,尼克斯,Knicks,201196,ramon_sessions,00,后卫,College,knicks,00,"86,2 公斤"
CLE,克利夫兰,Cleveland,Eastern,美国,骑士,Georgia Tech/United States,东部,伊曼 香珀特,Iman Shumpert,中央分区,646372800000,2011,6,伊曼,伊曼,Iman,1米96,1610612739,False,True,4,香珀特,Shumpert,骑士,Cavaliers,202697,iman_shumpert,00,后卫,College,cavaliers,00,"99,8 公斤"
TOR,多伦多,Toronto,Eastern,喀麦隆,猛龙,New Mexico State/Cameroon,东部,帕斯卡尔 西亚卡姆,Pascal Siakam,大西洋分区,765262800000,2016,1,帕斯卡尔,帕斯卡尔,Pascal,2米06,1610612761,False,True,43,西亚卡姆,Siakam,猛龙,Raptors,1627783,pascal_siakam,00,前锋,College,raptors,00,"104,3 公斤"
PHI,费城,Philadelphia,Eastern,澳洲,76人,Louisiana State/Australia,东部,本 西蒙斯,Ben Simmons,大西洋分区,837835200000,2016,0,本,本,Ben,2米08,1610612755,False,True,25,西蒙斯,Simmons,76人,Sixers,1627732,ben_simmons,00,后卫-前锋,College,sixers,00,"104,3 公斤"
ORL,奥兰多,Orlando,Eastern,美国,魔术,Houston/United States,东部,乔纳森 西蒙斯,Jonathon Simmons,东南分区,621748800000,2012,2,乔纳森,乔纳森,Jonathon,1米98,1610612753,False,True,17,西蒙斯,Simmons,魔术,Magic,203613,jonathon_simmons,00,前锋,College,magic,00,"88,5 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,Arizona/United States,西部,科比 西蒙斯,Kobi Simmons,西南分区,867988800000,2017,0,科比,科比,Kobi,1米93,1610612763,False,True,2,西蒙斯,Simmons,灰熊,Grizzlies,1628424,kobi_simmons,00,后卫,College,grizzlies,00,"77,1 公斤"
OKC,俄克拉荷马城,Oklahoma City,Western,美国,雷霆,Duke/United States,西部,凯尔 辛格勒,Kyle Singler,西北分区,578721600000,2011,5,凯尔,凯尔,Kyle,2米03,1610612760,False,True,15,辛格勒,Singler,雷霆,Thunder,202713,kyle_singler,00,前锋,College,thunder,00,"103,4 公斤"
BOS,波士顿,Boston,Eastern,美国,凯尔特人,Oklahoma State/United States,东部,马库斯 斯玛特,Marcus Smart,大西洋分区,762930000000,2014,3,马库斯,马库斯,Marcus,1米93,1610612738,False,True,36,斯玛特,Smart,凯尔特人,Celtics,203935,marcus_smart,00,后卫,College,celtics,00,"99,8 公斤"
DET,底特律,Detroit,Eastern,美国,活塞,Wake Forest/United States,东部,伊斯 史密斯,Ish Smith,中央分区,584078400000,2010,7,伊斯,伊斯,Ish,1米83,1610612765,False,True,14,史密斯,Smith,活塞,Pistons,202397,ish_smith,00,后卫,College,pistons,00,"79,4 公斤"
